l_corr f_corr u_precision u_recall ts_precision ts_recall method tau seed
0.441535179911852 0.572696699670949 0.541666666666667 0.382352941176471 0.392405063291139 0.344444444444444 NBSFA 500 8
-0.197076029168628 0.802235124688234 0.942857142857143 0.970588235294118 0.402173913043478 0.822222222222222 NMF 500 8
0.493371455123835 0.616646501306184 0.666666666666667 1 0.284313725490196 0.644444444444444 PCA 500 8
0.729427789587727 0.784074521459174 0.666666666666667 1 0.367647058823529 0.833333333333333 softImpute 500 8
-0.46727628235283 -0.573372883934669 0.666666666666667 1 0.288557213930348 0.644444444444444 SSVD 500 8
-0.531135579574243 -0.642688928553223 0.666666666666667 1 0.323383084577114 0.722222222222222 PMA_cv1 500 8
-0.482663649478875 -0.512810793329872 0.659090909090909 0.852941176470588 0.203045685279188 0.444444444444444 PMA_cv2 500 8
-0.769466190955984 -0.789011204806679 1 0.941176470588235 0.611111111111111 0.611111111111111 flashr_default 500 8
0.973765795531008 0.993836622715717 1 0.970588235294118 0.833333333333333 0.944444444444444 flashr_backfit 500 8
0.984151452279438 0.999966296155828 1 0.941176470588235 0.943181818181818 0.922222222222222 flashr_nn 500 8
0.981883408227842 0.999955038535197 1 0.941176470588235 0.943181818181818 0.922222222222222 sn_spMF 500 8
