l_corr f_corr u_precision u_recall ts_precision ts_recall method tau seed
0.627395136060382 0.625542929398198 NA 0 NA 0 NBSFA 50 10
-0.110680139615116 0.766068924744686 0.96551724137931 0.848484848484849 0.335570469798658 0.609756097560976 NMF 50 10
-0.500230282623711 -0.643368379881737 0.738095238095238 0.939393939393939 0.538461538461538 0.51219512195122 PCA 50 10
-0.571064788977417 -0.752818395838159 0.738095238095238 0.939393939393939 0.307692307692308 0.292682926829268 softImpute 50 10
-0.449211514130391 -0.687369594116113 0.857142857142857 0.909090909090909 0.175 0.0853658536585366 SSVD 50 10
-0.493094284036281 -0.703350659224411 0.738095238095238 0.939393939393939 0.445945945945946 0.402439024390244 PMA_cv1 50 10
-0.591252317932262 -0.637549759038256 0.535714285714286 0.909090909090909 0.288135593220339 0.414634146341463 PMA_cv2 50 10
-0.59917852335068 -0.696422793577557 1 0.848484848484849 0.370967741935484 0.280487804878049 flashr_default 50 10
0.986214949923725 0.998959319585664 0.96551724137931 0.848484848484849 0.967741935483871 0.731707317073171 flashr_backfit 50 10
0.986086203998842 0.999551350211981 1 0.848484848484849 0.983333333333333 0.719512195121951 flashr_nn 50 10
0.782577854583606 0.85823037994942 0.96551724137931 0.848484848484849 0.403361344537815 0.585365853658537 sn_spMF 50 10
