l_corr f_corr u_precision u_recall ts_precision ts_recall method tau seed
0.4964309304997 0.618604708083125 0.75 0.0810810810810811 0.3 0.0625 NBSFA 20 5
0.045516635371195 0.754417799359209 1 0.702702702702703 0.356589147286822 0.479166666666667 NMF 20 5
-0.523350184022952 -0.608714510661241 0.9375 0.810810810810811 0.64 0.166666666666667 PCA 20 5
-0.629416401670225 -0.676016600266122 0.9375 0.810810810810811 0.64 0.166666666666667 softImpute 20 5
-0.411323810930467 -0.68829048369098 0.96551724137931 0.756756756756757 0.333333333333333 0.0729166666666667 SSVD 20 5
0.458069575009549 0.462371313316813 0.142857142857143 0.027027027027027 0.377358490566038 0.208333333333333 PMA_cv1 20 5
-0.446819361547842 -0.512750763862226 1 0.513513513513513 0.219047619047619 0.239583333333333 PMA_cv2 20 5
-0.748222457855266 -0.786490773185085 1 0.675675675675676 0.741935483870968 0.239583333333333 flashr_default 20 5
0.744594149727644 0.758388915168939 1 0.675675675675676 0.75 0.25 flashr_backfit 20 5
0.966391561555107 0.999235026596283 1 0.675675675675676 0.96875 0.322916666666667 flashr_nn 20 5
0.959852259851544 0.998021351585211 1 0.675675675675676 1 0.333333333333333 sn_spMF 20 5
