l_corr f_corr u_precision u_recall ts_precision ts_recall method tau seed
0.223007687379842 0.327810318342085 NA 0 NA 0 NBSFA 1 10
0.0724349915145485 0.279922089082331 NA 0 NA 0 NMF 1 10
0.369840376004808 0.601493778360489 1 0.303030303030303 0 0 PCA 1 10
-0.281408976195281 -0.6341314731743 1 0.272727272727273 0.125 0.0121951219512195 softImpute 1 10
-0.365165734419783 -0.56832142070975 NA 0 NA 0 SSVD 1 10
-0.324027613583811 -0.539456490738069 1 0.0606060606060606 NA 0 PMA_cv1 1 10
0.106963683713615 0.405954598002193 NA 0 1 0.0121951219512195 PMA_cv2 1 10
0.485266723522134 0.717017768126448 0.794 0.928571428571429 0.11304347826087 0.485266723522134 flashr_default 1 10
0.49054716980215 0.716157992021687 0.794 0.928571428571429 0.11304347826087 0.49054716980215 flashr_backfit 1 10
0.490567058780287 0.722782628658666 0.792 0.923076923076923 0.104347826086957 0.490567058780287 flashr_nn 1 10
0.150793168099809 0.34599568901112 1 0.0303030303030303 0 0 sn_spMF 1 10
