l_corr f_corr u_precision u_recall ts_precision ts_recall method tau seed
0.241692545054888 0.439823378024496 NA 0 NA 0 NBSFA 1 3
0.0107479587530853 0.302105923748428 NA 0 1 0.0112359550561798 NMF 1 3
-0.18800155947383 -0.523238136599421 1 0.0277777777777778 0 0 PCA 1 3
-0.242224295758168 -0.515445948223268 1 0.0277777777777778 0 0 softImpute 1 3
-0.216958257786001 -0.50123991551601 NA 0 NA 0 SSVD 1 3
-0.288711927697692 -0.512218882166568 NA 0 NA 0 PMA_cv1 1 3
-0.198726992785211 -0.281703472596681 NA 0 NA 0 PMA_cv2 1 3
-0.386615996891051 -0.705532894775857 1 0.138888888888889 NA 0 flashr_default 1 3
0.397111109136417 0.70564277820317 1 0.166666666666667 NA 0 flashr_backfit 1 3
0.399392185410735 0.716502744075141 1 0.166666666666667 NA 0 flashr_nn 1 3
0.325128517355559 0.44927216005538 NA 0 NA 0 sn_spMF 1 3
