l_corr f_corr u_precision u_recall ts_precision ts_recall method tau seed
0.221577791978806 0.515764218663379 NA 0 NA 0 NBSFA 1 2
0.084873260098146 0.193220789937372 NA 0 NA 0 NMF 1 2
0.354671515113715 0.619683096613108 1 0.243243243243243 0.333333333333333 0.0108695652173913 PCA 1 2
0.33459604826089 0.590026541734895 1 0.189189189189189 0.333333333333333 0.0108695652173913 softImpute 1 2
-0.304421414502625 -0.525741755813776 1 0.189189189189189 0 0 SSVD 1 2
-0.351571640555196 -0.546352119902604 NA 0 NA 0 PMA_cv1 1 2
-0.365503649188853 -0.485912657903775 NA 0 NA 0 PMA_cv2 1 2
0.41043104686606 0.71219901845402 0.857142857142857 0.486486486486487 NA 0 flashr_default 1 2
0.408744998722175 0.709638940579681 0.857142857142857 0.486486486486487 NA 0 flashr_backfit 1 2
0.41004958536971 0.715289500608508 0.863636363636364 0.513513513513513 NA 0 flashr_nn 1 2
0.408098848149533 0.384288387298272 0 0 0.333333333333333 0.0108695652173913 sn_spMF 1 2
