l_corr f_corr u_precision u_recall ts_precision ts_recall method tau seed
0.398189185555547 0.553064745491714 0.525 0.67741935483871 0.323076923076923 0.225806451612903 NBSFA 1000 1
0.0980978503125858 0.804450719694711 0.31 1 0.2325 1 NMF 1000 1
0.223111307867733 0.309414362326737 0.424242424242424 0.451612903225806 0.260606060606061 0.462365591397849 PCA 1000 1
0.363248110220256 0.457273827905256 0.4 0.580645161290323 0.379084967320261 0.623655913978495 softImpute 1000 1
0.514362148613853 0.31105825163673 0.333333333333333 0.387096774193548 0.380368098159509 0.666666666666667 SSVD 1000 1
0.507770388445469 0.434857339407936 0.4 0.516129032258065 0.421052631578947 0.688172043010753 PMA_cv1 1000 1
0.386998516493587 0.50286126925309 0.447761194029851 0.967741935483871 0.216450216450216 0.537634408602151 PMA_cv2 1000 1
-0.723925052820425 -0.760672177736241 0.966666666666667 0.935483870967742 0.525773195876289 0.548387096774194 flashr_default 1000 1
0.92244597265709 0.909548342961259 0.805555555555556 0.935483870967742 0.775700934579439 0.89247311827957 flashr_backfit 1000 1
0.991411840760781 0.999969486586535 1 0.935483870967742 0.987654320987654 0.860215053763441 flashr_nn 1000 1
0.987229383981569 0.998924155074251 0.966666666666667 0.935483870967742 0.898876404494382 0.860215053763441 sn_spMF 1000 1
