l_corr f_corr u_precision u_recall ts_precision ts_recall method tau seed
0.780166989391857 0.866867676620409 1 0.972972972972973 0.952380952380952 0.217391304347826 NBSFA 500 2
0.018513018362389 0.597615356981333 0.37 1 0.23 1 NMF 500 2
0.591024295835703 0.694774516222276 0.60655737704918 1 0.309178743961353 0.695652173913043 PCA 500 2
0.435170201989783 0.681873034227809 0.60655737704918 1 0.265700483091787 0.597826086956522 softImpute 500 2
0.368710547117092 0.355517455575879 0.2 0.216216216216216 0.323144104803493 0.804347826086957 SSVD 500 2
0.444681232617657 0.392197827980375 0.2 0.216216216216216 0.33920704845815 0.83695652173913 PMA_cv1 500 2
-0.110362946638071 0.404410639804671 0.654545454545455 0.972972972972973 0.149779735682819 0.369565217391304 PMA_cv2 500 2
0.699900650442575 0.755623645678987 1 1 0.557894736842105 0.576086956521739 flashr_default 500 2
0.470802793137768 0.730376964950496 0.973684210526316 1 0.368852459016393 0.489130434782609 flashr_backfit 500 2
0.998767198729025 0.999946009708671 0.973684210526316 1 0.965909090909091 0.923913043478261 flashr_nn 500 2
0.995575647507208 0.999876054457529 1 1 0.965909090909091 0.923913043478261 sn_spMF 500 2
