l_corr f_corr u_precision u_recall ts_precision ts_recall method tau seed
0.580912707582506 0.78264767657158 1 0.651162790697674 0.407407407407407 0.126436781609195 NBSFA 50 9
-0.141129103254781 0.787772790014268 0.43 1 0.2175 1 NMF 50 9
0.3397871912207 0.263465110393857 0.3 0.0697674418604651 0.265486725663717 0.344827586206897 PCA 50 9
0.338664073883421 0.421190595433446 0.3 0.0697674418604651 0.292035398230089 0.379310344827586 softImpute 50 9
0.46772192236994 0.414576056945519 NA 0 0.41025641025641 0.367816091954023 SSVD 50 9
0.249935032878179 0.413631888060153 0.166666666666667 0.0930232558139535 0.255555555555556 0.264367816091954 PMA_cv1 50 9
0.371972221483758 0.402386177896609 0.966666666666667 0.674418604651163 0.197802197802198 0.206896551724138 PMA_cv2 50 9
-0.768604006429481 -0.744870298197828 1 0.744186046511628 0.709090909090909 0.448275862068966 flashr_default 50 9
0.77466031723917 0.680101358389757 1 0.767441860465116 0.696428571428571 0.448275862068966 flashr_backfit 50 9
0.976959890362728 0.999719901409065 1 0.744186046511628 0.912280701754386 0.597701149425287 flashr_nn 50 9
0.973533336155154 0.999620269051967 1 0.744186046511628 0.962962962962963 0.597701149425287 sn_spMF 50 9
