l_corr f_corr u_precision u_recall ts_precision ts_recall method tau seed
0.454475619864236 0.796377070438367 1 0.675675675675676 0.6 0.16304347826087 NBSFA 20 2
0.0424053288870812 0.755951361557403 0.941176470588235 0.864864864864865 0.404411764705882 0.597826086956522 NMF 20 2
0.526369816608251 0.630480140883688 0.772727272727273 0.918918918918919 0.483870967741935 0.326086956521739 PCA 20 2
0.745568555145076 0.805287111146868 0.772727272727273 0.918918918918919 0.645161290322581 0.434782608695652 softImpute 20 2
-0.490472631746749 -0.687954062758095 1 0.837837837837838 0.545454545454545 0.0652173913043478 SSVD 20 2
-0.356719025809318 -0.612207726560041 0.772727272727273 0.918918918918919 0.316666666666667 0.206521739130435 PMA_cv1 20 2
0.341673076519801 0.404406329581093 0.794117647058823 0.72972972972973 0.161904761904762 0.184782608695652 PMA_cv2 20 2
0.478044141690614 0.727702311328499 0.945945945945946 0.945945945945946 NA 0 flashr_default 20 2
0.495769729043659 0.820556349965479 1 0.837837837837838 0.518518518518518 0.304347826086957 flashr_backfit 20 2
0.979551996114842 0.998949758441707 1 0.837837837837838 0.944444444444444 0.554347826086957 flashr_nn 20 2
0.969686790841992 0.998012642192925 1 0.864864864864865 0.944444444444444 0.554347826086957 sn_spMF 20 2
