l_corr f_corr u_precision u_recall ts_precision ts_recall method tau seed
0.707150292454344 0.874897139922473 NA 0 NA 0 NBSFA 10 2
0.0193516817400373 0.569936949615028 1 0.648648648648649 0.355932203389831 0.228260869565217 NMF 10 2
0.523908622927117 0.625887032790414 0.815789473684211 0.837837837837838 0.558139534883721 0.260869565217391 PCA 10 2
0.721659178540379 0.801299164067986 0.815789473684211 0.837837837837838 0.720930232558139 0.33695652173913 softImpute 10 2
0.307363490232432 0.312817793524206 NA 0 0.333333333333333 0.184782608695652 SSVD 10 2
0.374028881611405 0.44104796981549 0.333333333333333 0.027027027027027 0.459459459459459 0.369565217391304 PMA_cv1 10 2
-0.288695568280265 -0.432679499291847 0.807692307692308 0.567567567567568 0.192982456140351 0.119565217391304 PMA_cv2 10 2
0.473388472506402 0.726931884352504 0.909090909090909 0.810810810810811 NA 0 flashr_default 10 2
0.491983562586506 0.815968119177557 1 0.540540540540541 0.666666666666667 0.217391304347826 flashr_backfit 10 2
0.95816159639252 0.998164796110668 1 0.540540540540541 0.966666666666667 0.315217391304348 flashr_nn 10 2
0.934173670722542 0.994178507543387 1 0.540540540540541 0.966666666666667 0.315217391304348 sn_spMF 10 2
