l_corr f_corr u_precision u_recall ts_precision ts_recall method tau seed
0.395901938942132 0.512601660328321 NA 0 0 0 NBSFA 100 10
-0.109037329000774 0.780108228163911 0.967741935483871 0.909090909090909 0.392670157068063 0.914634146341463 NMF 100 10
-0.736500997435085 -0.785265979602819 0.680851063829787 0.96969696969697 0.511111111111111 0.560975609756098 PCA 100 10
-0.574286839919741 -0.743460398090122 0.680851063829787 0.96969696969697 0.311111111111111 0.341463414634146 softImpute 100 10
-0.414256683269481 -0.712476227696095 0.864864864864865 0.96969696969697 0.0769230769230769 0.0487804878048781 SSVD 100 10
-0.503227253261638 -0.666332769082085 0.695652173913043 0.96969696969697 0.422222222222222 0.463414634146341 PMA_cv1 100 10
-0.634471945750615 -0.620452923482491 0.449275362318841 0.939393939393939 0.356060606060606 0.573170731707317 PMA_cv2 100 10
-0.714076848315582 -0.788576348691297 0.967741935483871 0.909090909090909 0.467532467532468 0.439024390243902 flashr_default 100 10
0.902504746529055 0.845722296275298 0.967741935483871 0.909090909090909 0.765957446808511 0.878048780487805 flashr_backfit 100 10
0.990140583584991 0.999778536611623 1 0.909090909090909 0.986111111111111 0.865853658536585 flashr_nn 100 10
0.983077293883014 0.993657608408015 0.967741935483871 0.909090909090909 0.888888888888889 0.878048780487805 sn_spMF 100 10
