l_corr f_corr u_precision u_recall ts_precision ts_recall method tau seed
0.398454982830133 0.572282106512821 NA 0 NA 0 NBSFA 20 7
-0.00353524483229453 0.748695236879176 0.3 1 0.23 1 NMF 20 7
0.257805433603681 0.40190739356983 0.25 0.1 0.150943396226415 0.0869565217391304 PCA 20 7
0.274894587152566 0.403365467700828 0.111111111111111 0.0333333333333333 0.245901639344262 0.16304347826087 softImpute 20 7
0.387413499367319 0.414896685586756 NA 0 0.387755102040816 0.206521739130435 SSVD 20 7
0.415504292610885 0.531971106816925 0.111111111111111 0.0333333333333333 0.351851851851852 0.206521739130435 PMA_cv1 20 7
0.162707622244924 0.361316617500723 0.125 0.0333333333333333 0.075 0.0652173913043478 PMA_cv2 20 7
0.928870952574648 0.985670651624976 0.96 0.8 1 0.358695652173913 flashr_default 20 7
0.94274823491481 0.994513570079639 1 0.6 1 0.33695652173913 flashr_backfit 20 7
0.924881705326113 0.90578507306797 0.961538461538462 0.833333333333333 1 0.369565217391304 flashr_nn 20 7
0.933641012264623 0.993157005648773 1 0.766666666666667 1 0.369565217391304 sn_spMF 20 7
