l_corr f_corr u_precision u_recall ts_precision ts_recall method tau seed
0.537185074914629 0.537083251673661 NA 0 NA 0 NBSFA 10 1
0.107294317623161 0.655004528487601 1 0.193548387096774 0.40625 0.139784946236559 NMF 10 1
-0.513946357836724 -0.698142441166072 0.9 0.580645161290323 0.8 0.172043010752688 PCA 10 1
-0.544273479181176 -0.670730574296057 0.9 0.580645161290323 0.65 0.139784946236559 softImpute 10 1
0.487362456445735 0.387529835829403 NA 0 0.380952380952381 0.0860215053763441 SSVD 10 1
0.429831196883942 0.438001532584039 0.5 0.032258064516129 0.594594594594595 0.236559139784946 PMA_cv1 10 1
-0.371209193234115 -0.430401268297869 0.785714285714286 0.354838709677419 0.346153846153846 0.0967741935483871 PMA_cv2 10 1
-0.448728944984428 -0.722657412098951 1 0.645161290322581 NA 0 flashr_default 10 1
0.943711549148012 0.996334107052244 1 0.419354838709677 0.962962962962963 0.279569892473118 flashr_backfit 10 1
0.941929936019728 0.997569506010196 1 0.419354838709677 0.961538461538462 0.268817204301075 flashr_nn 10 1
0.814082451784741 0.920037827692953 1 0.290322580645161 0.727272727272727 0.0860215053763441 sn_spMF 10 1
