l_corr f_corr u_precision u_recall ts_precision ts_recall method tau seed
0.551450455003788 0.544513072607385 NA 0 NA 0 NBSFA 10 3
0.0235769247250879 0.740044503006647 0.36 1 0.2225 1 NMF 10 3
0.40123109195989 0.381494142517083 0.333333333333333 0.0277777777777778 0.351851851851852 0.213483146067416 PCA 10 3
0.160031742277147 0.341685950930597 0 0 0.145454545454545 0.0898876404494382 softImpute 10 3
0.329477342827969 0.421377618424169 0 0 0.264705882352941 0.101123595505618 SSVD 10 3
0.4494086176493 0.520127350886517 0.5 0.0555555555555556 0.425925925925926 0.258426966292135 PMA_cv1 10 3
0.269115021053404 0.472999438945482 0.642857142857143 0.25 0.185185185185185 0.0561797752808989 PMA_cv2 10 3
0.387455016492977 0.751586488613857 1 0.694444444444444 0.222222222222222 0.0449438202247191 flashr_default 10 3
0.82398588572556 0.859592391282241 1 0.75 0.952380952380952 0.224719101123595 flashr_backfit 10 3
0.912891976389157 0.99804054631413 1 0.333333333333333 0.941176470588235 0.179775280898876 flashr_nn 10 3
0.718018032526415 0.659637718702576 1 0.277777777777778 0.578947368421053 0.247191011235955 sn_spMF 10 3
