l_corr f_corr u_precision u_recall ts_precision ts_recall method tau seed
0.456371652855581 0.639996012111132 NA 0 0.722222222222222 0.138297872340426 NBSFA 500 6
-0.144014919260337 0.843994484923583 0.33 1 0.235 1 NMF 500 6
0.613738073987016 0.564590956351491 0.611111111111111 1 0.452702702702703 0.712765957446808 PCA 500 6
0.827437659055781 0.832063017666767 0.611111111111111 1 0.493243243243243 0.776595744680851 softImpute 500 6
0.527327572456438 0.344438636162015 0.193548387096774 0.181818181818182 0.445859872611465 0.74468085106383 SSVD 500 6
0.482596690581461 0.46050714304141 0.09375 0.0909090909090909 0.385964912280702 0.702127659574468 PMA_cv1 500 6
0.176794429312281 0.441718635319098 0.130434782608696 0.0909090909090909 0.126984126984127 0.25531914893617 PMA_cv2 500 6
0.420581786831597 0.703265026431739 1 0.96969696969697 0.275862068965517 0.25531914893617 flashr_default 500 6
0.976668829961276 0.999964688538181 1 0.96969696969697 0.964285714285714 0.861702127659574 flashr_backfit 500 6
0.976681598666274 0.999971905490873 1 0.96969696969697 0.952941176470588 0.861702127659574 flashr_nn 500 6
0.975004621809484 0.999958782137276 1 0.96969696969697 0.953488372093023 0.872340425531915 sn_spMF 500 6
