l_corr f_corr u_precision u_recall ts_precision ts_recall method tau seed
0.477620419956484 0.571279379369004 NA 0 0 0 NBSFA 100 8
-0.196555437553534 0.797637017256612 0.967741935483871 0.882352941176471 0.341614906832298 0.611111111111111 NMF 100 8
0.417149125031712 0.656182280406439 0.704545454545455 0.911764705882353 0.253731343283582 0.377777777777778 PCA 100 8
0.703528658971183 0.778225863943509 0.704545454545455 0.911764705882353 0.425373134328358 0.633333333333333 softImpute 100 8
0.539847509206984 0.550107103793904 0.166666666666667 0.0882352941176471 0.488188976377953 0.688888888888889 SSVD 100 8
-0.508116384379813 -0.675652580137719 0.704545454545455 0.911764705882353 0.390070921985816 0.611111111111111 PMA_cv1 100 8
-0.40227374675748 -0.605255507902158 0.731707317073171 0.882352941176471 0.202898550724638 0.311111111111111 PMA_cv2 100 8
-0.768390464124383 -0.792159416614405 1 0.852941176470588 0.613333333333333 0.511111111111111 flashr_default 100 8
0.981738618398488 0.999777378825455 1 0.852941176470588 0.946666666666667 0.788888888888889 flashr_backfit 100 8
0.98135310267838 0.99983849882589 1 0.852941176470588 0.934210526315789 0.788888888888889 flashr_nn 100 8
0.981278070133408 0.999492358105958 1 0.852941176470588 0.947368421052632 0.8 sn_spMF 100 8
