"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"
"ENSG00000198879.11 chr10_8397782"	0	0.00266502088088923	0.00141829698508857	-0.00105713963111635	-0.00275591413944016	0.00306242925965545	-0.00111952144805934	0.0239622380201787	-0.00256197113886271	-0.0146282755660828	-0.00701922168811228
"ENSG00000119723.16 chr14_74122015"	0.0205096193274841	0.0147691100340041	0.00732623965644863	0.0048938077134658	0.00592929519200706	-0.00476637232549888	-0.00124509833041459	0.00694561183593628	-0.00943294898397498	0.00606663140976976	0.00276846409907097
"ENSG00000135250.16 chr7_104535857"	0	0.00267508028399697	-0.00536958096100376	0.00370745891402582	-0.00315278669704414	0.00116981959007099	0.0020558018004041	0.00645549454775669	-0.013768991055578	0.036071423876121	-0.00435812093295821
"ENSG00000162604.12 chr1_62695296"	0	0.0150154333331506	0.060049792719731	0.0073050979838216	-0.00270861050494057	0.00562049153751212	0.00396494809234262	0.0190889469101503	-0.0184679601623708	-0.0239626786329722	0.0135858265600215
"ENSG00000204480.7 chr1_13383614"	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000110801.13 chr12_121063321"	0	0.0259532600179893	-0.0105637588248174	0.00934955620199781	0.0214983697557799	-0.00248036944108833	-0.00593648971889907	-0.0253442539454168	0.0658575491142007	0.0193387539212124	0.00868155776494356
"ENSG00000198944.5 chr5_133478654"	0	-0.00385943137463795	0.0139920326922336	0.00255124711673665	0.0175040557458738	0	0.0172780668250008	-0.031297972352171	0	0	-0.0101350457638156
"ENSG00000226490.1 chr8_140548835"	0	0	0	0	0.00186749272048213	0	0	0.00197423924088683	0	0	0
"ENSG00000168785.7 chr4_98656561"	0	0.00392672686642483	0.00252720818478599	0.00103327079657547	0.00144629852098284	0.00263755747128487	-0.00464594602680598	0.0029977714195412	-0.00585197045628156	0.0042082264726425	0.00441243945679422
"ENSG00000166387.11 chr11_7831878"	0	-0.0108576443429339	-0.0743838225881697	-0.00631060263783682	-0.00398125812916519	-0.0202333685106868	-0.00196684423451173	0.0129092454875985	0.0047770449443513	-0.0188635874282508	0.00245519277149615
"ENSG00000071909.18 chr2_170249374"	0	0	0	-0.0310248663642045	-0.0126579533375156	0	0	0	0	-0.00686434802084291	0
"ENSG00000111344.11 chr12_112330014"	0	0.0152981780341635	0.0235983683946134	-0.00606484004253813	0.00680630643823491	-0.00875090343743102	0.00858259711958907	-0.00862298463916716	0	0.0117107831903377	-0.0148216799922175
"ENSG00000106799.12 chr9_98376757"	0	-0.00728617323889325	0.0170365510325819	-0.0082697305328986	-0.00837056181305254	0.000995206150392502	0.000801728795322937	-0.0054550473442849	-0.00685492561383848	-0.00539616707263985	0.00123130248162988
"ENSG00000171056.7 chr8_10362085"	0.0090052675954867	0.0141610388755977	0.046753795467862	-0.00828802891259213	0.00352720873340504	-0.000683090880998189	0.000927807797495366	-0.0027857862158198	-0.00823626629474203	-0.0100243016509297	-0.00418708633427249
"ENSG00000136250.11 chr7_36537441"	-0.0051195846078433	-0.00453348535183854	-0.00339774843296812	-0.00279101913923949	0.0022234610445681	-0.0110636164575366	-0.00678293605104372	0.0111915094532897	0.00339830648102231	-0.00513319786134903	0.002763060160611
"ENSG00000180332.6 chr13_45693125"	0	-0.0103929855312973	-0.0241899919682068	0	-0.000300645729461825	0	0	-0.0165289598852208	0.00154021514839781	0	-0.0237195768799878
"ENSG00000151062.14 chr12_1677323"	0	-0.0100634809396907	0.0649955720416309	-0.0152013013636969	-0.032639824470305	0.00149702617693633	0.000264901370080399	-0.0477528713410139	-0.0171553939248402	-0.0116096341143219	-0.0327663934867777
"ENSG00000173894.10 chr17_79812101"	0	0.00224651366447372	-0.000822093172633335	-0.0231252497714047	-0.00679392988447766	0.0128478741551071	0.0115451082319145	-0.00412766701662851	-0.000280607781898018	-0.0124267116800419	0.00528898182412141
"ENSG00000274386.5 chr1_43120047"	-0.0120059593515969	-0.00227159929480095	-0.0323763085118535	0.0109851414559386	-0.00150483587797424	-0.00483636756564901	-0.017011271631073	0.0239101063261272	0	0.036679186664102	-0.00739402229064158
"ENSG00000135919.12 chr2_224239223"	0	0.00147879984521367	-0.00390580826444153	0.00710879881410646	-0.00364962345160988	-0.0181888201746776	0.00132029384170962	0.00225543379251084	0.00532383489603112	-0.0103296901628175	-0.00250048824730382
"ENSG00000181322.13 chr3_137352184"	0	-0.00135504553105721	0.0219129396230779	-0.00282092473196563	0.00777545595575365	0.0277444645959993	-0.000244146106669397	0.00195737955416915	0.0234749069634142	-0.0282403189050338	-0.0206684123494564
"ENSG00000214753.2 chr11_62662453"	-0.0128003116386349	0.0118606119132789	-0.00111819032164155	0.012856110834105	0.00492191671919341	0.00364326814346993	0.00361260059000135	-0.00376932926053399	0.0135645962046942	-7.82427787564263e-05	-0.000157021814625553
"ENSG00000112077.15 chr6_50297012"	-0.000482180137375304	0.0116382983188488	0	0.0216345607525985	-0.0623781954558669	-0.00580409995392781	-0.0491186034944806	0	0.0317288695141603	0.00724715598899109	-0.0103424250762226
"ENSG00000168000.14 chr11_62607403"	0.0155043172246587	0.0691117865366752	-0.027033389312818	0.107626765630885	0.118636569990824	0.127777093375926	0.091464420574705	-0.0120145848805246	0.072276447892242	0.131235911144271	0.0891833627410701
"ENSG00000100575.13 chr14_58960865"	0	0.0179950668337445	0.0121707512874624	-0.00619706543299584	0.000687049734069635	0.00827140897753808	-0.0553259285615741	0.00824415643567609	-0.0306187728792837	-0.0152012878869405	-0.013376865834771
"ENSG00000119913.4 chr10_112281486"	0	0	0	0	0	0	0	0.167806338794111	0	0	0
"ENSG00000136478.7 chr17_64150249"	-0.0166990344273435	-0.0335598531303698	-0.171960450536078	-0.0275768973008781	-0.00964118520241601	-0.00666935429427556	-0.0135925800751896	0.0325490883868679	0.00366566219019843	0.012220378180667	-0.0003466410696429
"ENSG00000010292.12 chr12_7355061"	-0.00166431331837416	-0.00292693927718119	0.00297237405295975	-0.000207655338057883	-0.00493923981871711	0.0015140010345063	-0.00333586649592475	-0.00407324580738569	-0.00170054799640826	-0.00408994226041292	-0.00355638842144437
"ENSG00000136100.12 chr13_52079348"	0	0.00533482927165616	-0.0535789943690215	0.0124836854625276	-0.0069779645082615	0.00120042585910094	0.00038121307770462	-0.0329942846871763	0.00847462469093536	0.00573947149404678	-0.016785234925825
"ENSG00000196911.10 chr6_116900429"	0	-0.00189645094221575	0.0350186634278338	0.0317570737572657	0.0020801051567563	0.0114603974689019	0.0175610368205961	0.00519056323789585	0.0265255082574894	-0.00847088563172786	0.000483312076593065
"ENSG00000131368.7 chr3_14557735"	0	0.00972165273442236	-0.0126629073028907	0.00577658688898364	-0.0125945082366256	-0.013818668511015	-0.00570032467281404	0.0380234157608026	0.00951183588975841	0.0271748966005117	0.0365408662743622
"ENSG00000148229.12 chr9_114133569"	0	-0.00637260370693541	0.0177503969171709	0.0165245690938953	0.0029930862397725	0.032676050359203	0.0144081517860748	0.0059546772760243	-0.00427798364996995	-0.00967411380680465	0.0188672948098172
"ENSG00000164099.3 chr4_118745310"	0	0.00774492933246887	0.0611817853494035	0.00483531738810984	-0.026206371954197	0	-0.00198073364552165	-0.00184817014386494	0	-0.0111559077278707	-0.00805369555775819
"ENSG00000149929.15 chr16_30109032"	0.00513302583312148	0.00156810654185709	-0.00430844989765097	0.00879186572855871	-0.00214781568476611	-0.00294400901198537	0.000950379417005209	0.0044902472653957	-0.00574443765127077	-0.00665156684079728	-0.000317111141423828
"ENSG00000108443.13 chr17_59982791"	0.00686439559108595	-0.00278135376509847	0.00691261108216142	0.0073765982477009	0.00579728795727235	0.0101468123579998	0.00113360743771367	0.00920797646804788	-0.00324124320699856	0.00463929231131917	0.00975660382889765
"ENSG00000186335.8 chr5_151104809"	0	0	0	0	-0.038985780993319	0	0	0	0	0	0
"ENSG00000169330.8 chr15_79888571"	-0.00895674085121304	-0.0392611971919935	0.050168396171967	-0.0303660749099329	-0.0214860153350451	-0.0236997004786064	-0.0385682269441263	-0.0107698066702861	-0.104499684625252	0.00122294783558342	-0.00543253741198649
"ENSG00000183208.12 chr15_91032082"	0	-0.00758130914194251	-1.42966309677478e-05	0.00156663093819363	0.0210575590436886	0.00475649807842909	0.000835534247424113	0.0130870086043286	0.0135042699211636	-0.0217971903895188	0.00235970166271185
"ENSG00000095209.11 chr9_105708676"	0.0384214412318867	-0.00692259541856573	-0.054623519262191	0.023298881207297	0.0472164000466054	-0.000552270053803597	0.012701830790462	-0.0483481795367604	-0.0277408168413223	0.025398434435713	0.0105059338730608
"ENSG00000174516.14 chr11_65682432"	0.0124236341445584	-0.00780025521496716	-0.018869816815519	-0.010756643696872	-0.00952000397481233	-0.00680924397769423	-0.00109161795203549	-0.0108875142915492	-0.00664072457781609	-0.00390146655391555	-0.00446761276551584
"ENSG00000138756.17 chr4_78725008"	0	-0.00625035886648157	0.00545337928095732	-0.00673155430047224	0.0129230450550144	0.0131943772229619	0.0183424710799292	-0.0099887679326177	0.00107958685684178	0.00723135053493147	0.0056293456146036
"ENSG00000185745.9 chr10_89065901"	0.0385846593169775	-0.0396962955993054	-0.0333513267299024	-0.0352905752183892	-0.0201041306136329	-0.0135895380527113	-0.0366205393052006	-0.0379516727069033	0.000803513326005667	-0.0331973480313151	-0.0196709892947083
"ENSG00000167656.4 chr8_142998862"	0	0.0224058841695449	-0.00493317409001019	-0.0168540624207728	-0.00236854880874481	0.00189280116997957	-0.0517806930116633	0.0257866525953871	0.0486350174037814	0.112089878359259	0.0280114386762386
