"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"
"ENSG00000198879.11 chr10_8397782"	-1	0.859328143204326	0.943997739498377	0.92565240025934	0.670906346211745	0.675907534721006	0.923888521415745	0.219935617805779	0.87561359621724	0.40840828046572	0.58584478362855
"ENSG00000119723.16 chr14_74122015"	0.000150402755293741	0.0174742647503132	0.397031992551139	0.385528248354654	0.162773547134183	0.270913698893299	0.755201826275686	0.440111049171887	0.0550884883071228	0.470038298602541	0.658041630410043
"ENSG00000135250.16 chr7_104535857"	-1	0.68655420950522	0.547811895130572	0.526218660658271	0.438754207850678	0.780293601409216	0.746010477108058	0.249355468183356	0.0997451470674616	0.000645037574322274	0.502850943815594
"ENSG00000162604.12 chr1_62695296"	-1	0.517689931099459	0.218596135922603	0.767763791713085	0.818957622732824	0.601764049711524	0.843865896728021	0.360141812651749	0.398352834357865	0.405475943384689	0.572361218101251
"ENSG00000204480.7 chr1_13383614"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"ENSG00000110801.13 chr12_121063321"	-1	0.00251572430455866	0.345962759453937	0.118170206444127	0.000777290794295709	0.570396517567384	0.228262719535113	0.0844409370770844	0.000176195122225757	0.0214297600368605	0.23930758224948
"ENSG00000198944.5 chr5_133478654"	-1	0.939632082848174	0.769775866085441	0.946914731006154	0.458239273984126	-1	0.64952238901646	0.289137403731529	-1	-1	0.540049143702764
"ENSG00000226490.1 chr8_140548835"	-1	-1	-1	-1	0.912860838829932	-1	-1	0.95947282524668	-1	-1	-1
"ENSG00000168785.7 chr4_98656561"	-1	0.555109312927099	0.766566327287702	0.807385222986658	0.498993913086791	0.259505446198918	0.490928148299144	0.502604450293482	0.444189311411591	0.584299349979553	0.360811856353324
"ENSG00000166387.11 chr11_7831878"	-1	0.392325978238137	0.216823440126656	0.639564864947624	0.699772487310538	0.287782212124681	0.916924434475525	0.577280861892526	0.832366875847926	0.391238604022086	0.786048989700284
"ENSG00000071909.18 chr2_170249374"	-1	-1	-1	1.96571841033855e-05	0.00119940448220817	-1	-1	-1	-1	0.446947750923208	-1
"ENSG00000111344.11 chr12_112330014"	-1	0.381732179916774	0.56833922338513	0.442394231888114	0.346254896335531	0.521972025630468	0.598284366212563	0.564482174525092	-1	0.502823117606519	0.135656651567161
