ENCFF724RNY	fastq	reads	ENCSR353DFU	ChIP-seq	UBERON:0004648	Esophagus_Mucosa	tissue	Homo sapiens										CTCF-human	DNA					False	2017-04-04	ENCODE				1	1	100		paired-ended	1	ENCFF922ULN		1832155512	Michael Snyder, Stanford	ff60b774d11299a4087d3740570a7c99	SRA:SRR6213498	https://www.encodeproject.org/files/ENCFF724RNY/@@download/ENCFF724RNY.fastq.gz			Illumina HiSeq 4000	/files/ENCFF914YKE/	released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF922ULN	fastq	reads	ENCSR353DFU	ChIP-seq	UBERON:0004648	Esophagus_Mucosa	tissue	Homo sapiens										CTCF-human	DNA					False	2017-04-04	ENCODE				1	1	100		paired-ended	2	ENCFF724RNY		2133619149	Michael Snyder, Stanford	758748daa5688ac072e6a58a997a5a3b	SRA:SRR6213498	https://www.encodeproject.org/files/ENCFF922ULN/@@download/ENCFF922ULN.fastq.gz			Illumina HiSeq 4000	/files/ENCFF592WLT/	released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF099PGD	fastq	reads	ENCSR353DFU	ChIP-seq	UBERON:0004648	Esophagus_Mucosa	tissue	Homo sapiens										CTCF-human	DNA					False	2017-04-04	ENCODE				1	1	100		paired-ended	1	ENCFF404VFO		1215448713	Michael Snyder, Stanford	076f19d6be25ca2528885ef3079c15a9	SRA:SRR6213499	https://www.encodeproject.org/files/ENCFF099PGD/@@download/ENCFF099PGD.fastq.gz			Illumina HiSeq 4000	/files/ENCFF914YKE/	released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF404VFO	fastq	reads	ENCSR353DFU	ChIP-seq	UBERON:0004648	Esophagus_Mucosa	tissue	Homo sapiens										CTCF-human	DNA					False	2017-04-04	ENCODE				1	1	100		paired-ended	2	ENCFF099PGD		1485588381	Michael Snyder, Stanford	ac4c7054a70379765f2d3c6933c323b3	SRA:SRR6213499	https://www.encodeproject.org/files/ENCFF404VFO/@@download/ENCFF404VFO.fastq.gz			Illumina HiSeq 4000	/files/ENCFF592WLT/	released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF030MFB	bam	unfiltered alignments	ENCSR353DFU	ChIP-seq	UBERON:0004648	Esophagus_Mucosa	tissue	Homo sapiens										CTCF-human	DNA					False	2017-04-04	ENCODE				1			100				ENCFF099PGD, ENCFF404VFO, ENCFF643CGH, ENCFF724RNY, ENCFF922ULN	5840401759	ENCODE Processing Pipeline	3a0d0e5585cac73c91bde79f23999a8e		https://www.encodeproject.org/files/ENCFF030MFB/@@download/ENCFF030MFB.bam	GRCh38				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF827XZB	bam	alignments	ENCSR353DFU	ChIP-seq	UBERON:0004648	Esophagus_Mucosa	tissue	Homo sapiens										CTCF-human	DNA					False	2017-04-04	ENCODE				1			100				ENCFF099PGD, ENCFF404VFO, ENCFF643CGH, ENCFF724RNY, ENCFF922ULN	3355818484	ENCODE Processing Pipeline	158499ce301f758f3fbc00e43d6ca885		https://www.encodeproject.org/files/ENCFF827XZB/@@download/ENCFF827XZB.bam	GRCh38				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF859ZVX	bam	unfiltered alignments	ENCSR353DFU	ChIP-seq	UBERON:0004648	Esophagus_Mucosa	tissue	Homo sapiens										CTCF-human	DNA					False	2017-04-04	ENCODE				1			100				ENCFF099PGD, ENCFF404VFO, ENCFF724RNY, ENCFF807MUK, ENCFF922ULN	5840590999	ENCODE Processing Pipeline	fc49944476becc7e102d7cbffbad8f6a		https://www.encodeproject.org/files/ENCFF859ZVX/@@download/ENCFF859ZVX.bam	hg19				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF386INF	bam	alignments	ENCSR353DFU	ChIP-seq	UBERON:0004648	Esophagus_Mucosa	tissue	Homo sapiens										CTCF-human	DNA					False	2017-04-04	ENCODE				1			100				ENCFF099PGD, ENCFF404VFO, ENCFF724RNY, ENCFF807MUK, ENCFF922ULN	3353162817	ENCODE Processing Pipeline	3fa8aaa9bed1d14ca9d235f8a1af0876		https://www.encodeproject.org/files/ENCFF386INF/@@download/ENCFF386INF.bam	hg19				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF120OFY	bigWig	signal p-value	ENCSR353DFU	ChIP-seq	UBERON:0004648	Esophagus_Mucosa	tissue	Homo sapiens										CTCF-human	DNA					False	2017-04-04	ENCODE				1							ENCFF386INF, ENCFF629CBG	914542448	ENCODE Processing Pipeline	dd5290514b27cb69948be6e3724095bb		https://www.encodeproject.org/files/ENCFF120OFY/@@download/ENCFF120OFY.bigWig	hg19				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF304EAV	bigBed narrowPeak	peaks and background as input for IDR	ENCSR353DFU	ChIP-seq	UBERON:0004648	Esophagus_Mucosa	tissue	Homo sapiens										CTCF-human	DNA					False	2017-04-04	ENCODE				1							ENCFF294TXO	11553986	ENCODE Processing Pipeline	4c4f615056d670b01989d7eb591922f7		https://www.encodeproject.org/files/ENCFF304EAV/@@download/ENCFF304EAV.bigBed	hg19				released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption			
